企业代号,企业名称,CORAL平均违约风险,预测不确定性,修正违约风险,预测信誉评级,是否放贷,贷款额度_万元,贷款年利率,客户流失率,预期损失_万元,预期净收益_万元
E158,***装饰工程有限公司,0.03887616902765214,0.040301063243004816,0.0469363816762531,A,是,89,0.0985,0.708302023264193,0.7311126202520247,1.7060333709777198
E220,***文化传播有限公司,0.031079262473987773,0.08653325312759017,0.04838591309950581,A,是,84,0.0985,0.708302023264193,0.7113492768634774,1.5853799430301692
E205,个体经营E205 ,0.045975400502158696,0.03035621057942338,0.05204664261804337,A,是,90,0.0985,0.708302023264193,0.8198226187690434,1.6314923984126344
E273,个体经营E273 ,0.03132847342297572,0.10655062834860263,0.05263859909269625,A,是,81,0.0985,0.708302023264193,0.7462322406823736,1.4585736071922397
E142,***运业有限公司,0.0511455805351567,0.026974934796625574,0.056540567494481817,A,是,89,0.0985,0.708302023264193,0.880713872163292,1.5318725802110198
E182,***新材料科技有限公司,0.050164514191901245,0.04134860710596988,0.05843423561309522,A,是,88,0.0985,0.708302023264193,0.899983830263407,1.4807068866143254
E148,***商贸有限公司,0.05616708333904165,0.03909064910097212,0.06398521315923607,A,是,87,0.1025,0.731275401311664,0.8975477180122147,1.3454728222972678
E161,***建筑劳务有限责任公司,0.057197110454697477,0.04980011459358242,0.06715713337341396,A,是,86,0.1225,0.814421028872806,0.6430883085089591,1.1806889559954503
E178,***贸易有限公司,0.06116379246214802,0.037861981904412055,0.06873618884303043,A,是,87,0.1225,0.814421028872806,0.665862740885032,1.175998167639011
E221,***测绘服务有限公司,0.05699781346457844,0.06709726054382179,0.0704172655733428,A,是,83,0.1225,0.814421028872806,0.6507845919956285,1.1032210760743424
E224,***纸业有限公司,0.06348970834988385,0.0358566212699857,0.07066103260388099,A,是,87,0.1225,0.814421028872806,0.6845091302753765,1.1535448070814707
E325,***通讯器材有限公司,0.05419197745429698,0.08289740266067115,0.07077145798643121,A,是,82,0.1225,0.814421028872806,0.6461777624280324,1.0860350427155747
E163,***物流有限公司,0.06676393895255404,0.03356489055967533,0.07347691706448911,A,是,87,0.1225,0.814421028872806,0.7117872289962399,1.1206974298717647
E213,***科技有限公司,0.0652756976201153,0.04664783780245571,0.07460526518060644,A,是,85,0.1225,0.814421028872806,0.7061035859973092,1.0820746353901478
E185,***生态魔芋有限公司,0.06673489762064247,0.04068232976927509,0.07487136357449749,A,是,86,0.1225,0.814421028872806,0.7169588119427382,1.0917365581106082
E153,个体经营E153 ,0.05430524305304827,0.10500382587434928,0.07530600822791814,A,是,79,0.1225,0.814421028872806,0.6624250263624067,0.998270357172022
E208,个体经营E208 ,0.06602593345382557,0.04753497010484307,0.07553292747479418,A,是,85,0.1225,0.814421028872806,0.7148834713168606,1.0715021901511879
E235,个体经营E235 ,0.07208934340681064,0.05453362888174732,0.0829960691831601,A,是,83,0.1225,0.814421028872806,0.7670357913052909,0.9632352569056241
E261,***医疗器械有限公司,0.07042984813439486,0.06901284648620121,0.0842324174316351,A,是,82,0.1225,0.814421028872806,0.7690828558359429,0.9380368260702159
E223,***科技有限公司,0.07051001014486577,0.07020901927916783,0.08455181400069933,A,是,81,0.1225,0.814421028872806,0.7625844783505202,0.9231285316624978
E168,***建材有限公司,0.07574799929874967,0.06110867615774021,0.08796973453029772,A,是,82,0.1225,0.814421028872806,0.8032063749636801,0.8969464217872325
E228,***文化发展有限公司,0.07614400375654659,0.062079633666395906,0.08855993048982577,A,是,82,0.1225,0.814421028872806,0.8085951505431661,0.8904574378602679
E155,个体经营E155 ,0.08058517904770272,0.04360106898740132,0.08930539284518299,A,是,84,0.1225,0.814421028872806,0.8352894271840742,0.9037799276646703
E216,***建设工程有限公司,0.07971620319008604,0.05393778543854968,0.09050376027779598,A,是,83,0.1225,0.814421028872806,0.8364206168316803,0.8796843628342633
E130,个体经营E130 ,0.0775565673148634,0.0649273753091353,0.09054204237669047,A,是,81,0.1225,0.814421028872806,0.8166111747058215,0.8580713848013225
E181,***食品有限公司,0.08222406738413388,0.06029051751270997,0.09428217088667587,A,是,81,0.1425,0.874434681686885,0.5753545408137563,0.7373364423721066
E149,***建筑劳务有限公司,0.0879268991161751,0.04258734287871629,0.09644436769191836,A,是,83,0.1425,0.874434681686885,0.6030813728913932,0.7388106033952687
E151,***路桥工程有限公司,0.08814557297331568,0.046890079878585886,0.09752358894903286,A,是,83,0.1425,0.874434681686885,0.6098299083732502,0.7304592907364703
E207,个体经营E207 ,0.09144022415297835,0.041254834854224244,0.0996911911238232,A,是,83,0.1425,0.874434681686885,0.623384256094527,0.7136857854313906
E170,***建筑劳务有限公司,0.09724688301141653,0.051439830077017586,0.10753484902682005,A,是,81,0.1425,0.874434681686885,0.6562286708233437,0.637254706485242
E415,***广告设计服务部,0.09229760950669677,0.09393215381492097,0.11108404026968097,A,是,76,0.1425,0.874434681686885,0.6360426111442037,0.5727696660400834
E189,***石油工程技术服务有限公司,0.09641501771281019,0.08390606568989192,0.11319623085078857,B,是,77,0.1425,0.842070843722875,0.8259167177191256,0.710805729073336
E222,***数码科技有限公司,0.10314212857637806,0.10576733993207266,0.12429559656279258,B,是,74,0.1425,0.842070843722875,0.8715675020190945,0.5867981691936536
E211,个体经营E211 ,0.12453048627543332,0.06914557962204226,0.13835960219984178,B,是,76,0.15,0.885864918999995,0.7201008088318581,0.4010139123602346
E133,个体经营E133 ,0.12882245508276785,0.059436731315994085,0.14070980134596667,B,是,76,0.15,0.885864918999995,0.7323325605797133,0.3857242226754156
E219,***品牌营销策划有限公司,0.12786156133466028,0.09941389520701276,0.14774434037606282,B,是,72,0.15,0.885864918999995,0.7284734894641353,0.3220670129698852
E227,***安全技术有限公司,0.13283747715309413,0.07986899390062074,0.14881127593321827,B,是,74,0.15,0.885864918999995,0.7541156642364272,0.32425481880452156
E190,***劳务有限公司,0.13327051038011997,0.0971552303910013,0.15270155645832023,B,是,71,0.15,0.885864918999995,0.7424585523474017,0.2874654222158015
E312,***家居用品有限公司,0.12697852718467875,0.13328046403966606,0.15363461999261196,B,是,68,0.15,0.885864918999995,0.7154320717282797,0.26988773653970155
E234,***机电设备商贸有限公司,0.14187910955446797,0.07086983476117578,0.15605307650670314,B,是,74,0.15,0.885864918999995,0.7908141954162289,0.27838165482976945
E237,个体经营E237 ,0.13813734881547113,0.09561874924625793,0.1572610986647227,B,是,71,0.15,0.885864918999995,0.7646277507789611,0.25975392417635235
E200,个体经营E200 ,0.14992341552955774,0.07263397424285549,0.16445021037812885,B,是,73,0.15,0.885864918999995,0.8221057679905313,0.2221469269618907
E301,***企业管理咨询有限公司,0.14240685717256354,0.11490734815101172,0.16538832680276588,B,是,69,0.15,0.885864918999995,0.781491657150084,0.20443351691244704
E230,***建筑劳务有限公司,0.151615953922914,0.0949192768045249,0.17059980928381896,B,是,70,0.15,0.885864918999995,0.8177997681501515,0.1761686403123632
E258,***国际货运有限公司,0.1599760211842568,0.07464237886077896,0.17490449695641258,B,是,71,0.15,0.885864918999995,0.850412678306613,0.15252276476678706
E330,***酒店管理有限公司,0.14689685228341942,0.14765388178037336,0.1764276286394941,B,是,64,0.15,0.885864918999995,0.7732447367196466,0.12914085670048991
E172,***物流有限公司,0.16846048067593905,0.06457496188962378,0.1813754730538638,B,是,62,0.15,0.885864918999995,0.7700885202731115,0.09884560295865746
E179,***园林有限公司,0.18556567863042067,0.07806786018252523,0.2011792506669257,B,是,10,0.15,0.885864918999995,0.1377696604223393,-0.001009454027916562
E184,***建筑装饰工程有限公司,0.18398080400986574,0.092787408441851,0.20253828569823595,B,是,10,0.15,0.885864918999995,0.13870034186262192,-0.002172805828269868
E198,***商贸有限公司,0.19409256988021836,0.08074879015246537,0.21024232791071143,B,是,10,0.15,0.885864918999995,0.14397615075431197,-0.008767566942882457
E310,***律师事务所,0.18832371083880312,0.11303793743687626,0.21093129832617838,B,是,10,0.15,0.885864918999995,0.14444796491936757,-0.00935733464920193
E232,***投资发展有限责任公司,0.1901202940582343,0.12977518005467495,0.2160753300691693,B,是,10,0.15,0.885864918999995,0.14797065179728475,-0.013760693246598406
E265,***净化工程有限公司,0.19622691944857523,0.1072942287705483,0.2176857652026849,B,是,10,0.15,0.885864918999995,0.1490734946637391,-0.015139246829666326
E199,***建筑劳务有限公司,0.1861807737880554,0.16919499768407742,0.22001977332487088,B,是,10,0.15,0.885864918999995,0.15067184790022128,-0.017137188375269077
E246,***物业服务有限公司,0.20368094575335866,0.09607218175164345,0.22289538210368734,B,是,10,0.15,0.885864918999995,0.15264109494558853,-0.019598747181978148
E299,***压缩天然气有限责任公司,0.20798727606471576,0.11178283963970272,0.2303438439926563,B,是,10,0.15,0.885864918999995,0.15774187975172607,-0.025974728189650076
E289,***运业有限公司***分公司,0.2145402444331106,0.09163054628720248,0.2328663536905511,B,是,10,0.15,0.885864918999995,0.1594693208438812,-0.028134029554843957
E157,***环境设备工程有限公司,0.2095112929528268,0.11879066871227319,0.23326942669528145,B,是,10,0.15,0.885864918999995,0.15974534946414407,-0.0284790653301726
E187,个体经营E187 ,0.18996888292413724,0.22298677502790015,0.2345662379297173,B,是,10,0.15,0.885864918999995,0.16063341939584838,-0.02958915274480296
E355,***地毯经营部,0.2003689122537752,0.17715731069431698,0.2358003743926386,B,是,10,0.15,0.885864918999995,0.16147856898681187,-0.030645589733507336
E375,***电器经营部,0.2095121102553749,0.16330044427444376,0.24217219911026364,B,是,10,0.15,0.885864918999995,0.1658420613683957,-0.03609995521048712
E259,***文化传媒有限公司,0.2263126967977577,0.13119273044830929,0.25255124288741954,B,是,10,0.15,0.885864918999995,0.17294973938164543,-0.044984552727049223
E281,***商业管理有限责任公司,0.23502093963349827,0.1334125217700443,0.2617034439875071,B,是,10,0.15,0.885864918999995,0.1792172626649664,-0.052818956831200484
E253,***钢结构工程有限公司,0.2462889868431552,0.11014016386597328,0.26831701961634985,B,是,10,0.15,0.885864918999995,0.18374630860555216,-0.05848026425693265
E243,***科技有限公司,0.263529584065479,0.09090257318469115,0.2817100987024172,B,是,10,0.15,0.885864918999995,0.19291802960351878,-0.06994491550439094
E212,***建电管理咨询有限公司,0.26474978520099907,0.09167396355554414,0.2830845779121079,B,是,10,0.15,0.885864918999995,0.193859287379104,-0.07112148772387245
E166,***建筑工程有限公司,0.24011793588289576,0.21966333653131032,0.2840506031891578,B,是,10,0.15,0.885864918999995,0.19452083161856887,-0.07194841802320355
E321,***生物流有限公司,0.2532820291271369,0.16531240960136284,0.28634451104740943,B,是,10,0.15,0.885864918999995,0.19609172377381742,-0.07391203321726429
E229,***家贸易有限公司,0.26216060856295204,0.12581083050018976,0.28732277466299,B,是,10,0.15,0.885864918999995,0.1967616489558393,-0.07474943969479163
E341,***纺织品有限公司,0.25475579379932556,0.18693129400240152,0.29214205259980586,B,是,10,0.15,0.885864918999995,0.2000619410219194,-0.07887480477739175
E214,***建筑工程有限公司,0.2791841778528109,0.08933431458078238,0.2970510407689674,B,是,10,0.15,0.885864918999995,0.20342366759581132,-0.08307696299475659
E201,***物流有限责任公司,0.2771803030014988,0.10131541692966758,0.29744338638743234,B,是,10,0.15,0.885864918999995,0.2036923499894723,-0.08341281598683284
E410,***网络科技有限公司,0.2742949247011794,0.14340744933401725,0.30297641456798285,B,是,10,0.15,0.885864918999995,0.20748142570684694,-0.08814916063355113
E304,***环保科技有限公司,0.275961560419576,0.13709964372880346,0.3033814891653367,B,是,10,0.15,0.885864918999995,0.20775882503872709,-0.08849590979840133
E314,***房地产营销策划有限公司,0.2825857972185971,0.1214225628311236,0.3068703097848218,B,是,10,0.15,0.885864918999995,0.21014800598272362,-0.09148238597839703
E250,***塑料厂,0.2826347138414904,0.12387878331744592,0.3074104705049796,B,是,10,0.15,0.885864918999995,0.210517913708013,-0.09194477063500875
E183,***建设工程有限公司,0.2845796548568974,0.11785465091611894,0.30815058504012116,B,是,10,0.15,0.885864918999995,0.211024751902519,-0.0925783183781412
E366,***房地产经纪有限公司,0.2683818868242666,0.20050843905597512,0.3084835746354616,B,是,10,0.15,0.885864918999995,0.21125278666913702,-0.09286336183641378
E255,个体经营E255 ,0.2914245291966236,0.08636765698859336,0.30869806059434224,B,是,10,0.15,0.885864918999995,0.21139966890287823,-0.09304696462859029
E348,***酒店管理有限公司,0.2801301605008014,0.14585953258866707,0.30930206701853485,B,是,10,0.15,0.885864918999995,0.21181329883577674,-0.0935640020447134
E359,***厨房用品经营部,0.27477444454975686,0.18064565655149545,0.31090357586005596,B,是,10,0.15,0.885864918999995,0.21291002888387214,-0.09493491460483268
E306,个体经营E306 ,0.28966992964137706,0.11733462495231127,0.3131368546318393,B,是,10,0.15,0.885864918999995,0.21443940160495067,-0.09684663050618081
E256,***物资有限公司,0.29262916436413483,0.10302683125134479,0.31323453061440376,B,是,10,0.15,0.885864918999995,0.21450629114204117,-0.09693024242754393
E419,***科技有限公司,0.28142820639250465,0.16327093722486566,0.31408239383747777,B,是,10,0.15,0.885864918999995,0.215086916767896,-0.09765602445986246
E272,个体经营E272 ,0.2981195554540968,0.12221301609323444,0.3225621586727437,B,是,10,0.15,0.885864918999995,0.22089394864590042,-0.10491481430736802
E402,***商贸有限公司,0.2871888435048813,0.1839768705386933,0.3239842176126199,B,是,10,0.15,0.885864918999995,0.22186778951963776,-0.10613211539953968
E311,***律师事务所,0.2969727054776426,0.13719432957336766,0.32441157139231613,B,是,10,0.15,0.885864918999995,0.22216044586920547,-0.10649793583649932
E358,***五金经营部,0.2820531189570541,0.23866410972184982,0.32978594090142405,B,是,10,0.15,0.885864918999995,0.2258408704646814,-0.11109846658084425
E203,***建设工程有限公司,0.3199175284835116,0.08311377390076961,0.33654028326366553,B,是,10,0.15,0.885864918999995,0.2304663149403786,-0.1168802721754657
E186,***建筑劳务有限公司,0.3104559459020896,0.134989047309905,0.3374537553640706,B,是,10,0.15,0.885864918999995,0.23109187021340444,-0.11766221626674803
E202,个体经营E202 ,0.3033896444326388,0.1716953684784114,0.3377287181283211,B,是,10,0.15,0.885864918999995,0.23128016759762277,-0.11789758799702094
E260,***广告有限公司,0.3153875602665219,0.11543527681048893,0.3384746156286197,B,是,10,0.15,0.885864918999995,0.23179096602730842,-0.11853608603412802
E226,***建设工程有限公司,0.3449842588140576,0.10201069698687101,0.3653863982114318,B,是,10,0.15,0.885864918999995,0.25022043693697116,-0.1415729246712064
E322,***装饰工程设计有限公司,0.34649283125195607,0.12971838337832725,0.3724365079276215,B,是,10,0.15,0.885864918999995,0.25504842599806854,-0.14760791099757817
E343,***五金工具经营部,0.33429592619235793,0.1935637551980936,0.37300867723197667,B,是,10,0.15,0.885864918999995,0.2554402535374583,-0.1480976954218154
E282,***影城有限公司***分公司,0.3301175477652343,0.23181483459994326,0.3764805146852229,B,是,10,0.15,0.885864918999995,0.257817804231129,-0.1510696337889037
E393,***商贸有限责任公司,0.3468342897986742,0.16331245297921287,0.3794967803945168,B,是,10,0.15,0.885864918999995,0.25988337461741573,-0.15365159677176218
E313,***物流有限公司,0.3614629791688883,0.12056500862716153,0.3855759808943206,B,是,10,0.15,0.885864918999995,0.264046474866178,-0.158855472082715
E292,***物流有限公司,0.3680080066792671,0.15007352916878386,0.39802271251302385,B,是,10,0.15,0.885864918999995,0.27257012719509416,-0.16951003749386015
E271,***科技有限公司,0.3682720200048356,0.17105074065890682,0.40248216813661697,B,是,10,0.15,0.885864918999995,0.2756240091679825,-0.1733273899599706
E294,个体经营E294 ,0.3806652898875606,0.11924565355382197,0.404514420598325,B,是,10,0.15,0.885864918999995,0.27701571696395955,-0.17506702470494187
E382,***教育信息咨询有限公司***分公司,0.36943818098293435,0.18865399507608813,0.407168979998152,B,是,10,0.15,0.885864918999995,0.278833587076671,-0.17733936234583123
E388,***商贸有限公司,0.3774717926161663,0.16557260703088408,0.41058631402234314,B,是,10,0.15,0.885864918999995,0.28117381325060176,-0.18026464506324472
E280,个体经营E280 ,0.3876056489394983,0.1271858644223091,0.4130428218239601,B,是,10,0.15,0.885864918999995,0.28285605555209,-0.18236744794010495
E370,***设计服务部,0.3855706610586771,0.1468702940621027,0.41494471987109766,B,是,10,0.15,0.885864918999995,0.28415849527807274,-0.1839954975975834
E389,***清洁服务有限公司,0.3678042087654977,0.2521692546394937,0.41823805969339645,B,是,10,0.15,0.885864918999995,0.2864138089223444,-0.18681463965292303
E305,***劳务有限公司,0.396330297249948,0.12762704661907265,0.42185570657376253,B,是,10,0.15,0.885864918999995,0.28889121144066443,-0.18991139280082298
E324,***汽贸有限公司,0.38238761684490863,0.2121200507420771,0.42481162699332403,B,是,10,0.15,0.885864918999995,0.2909154567397617,-0.19244169942469466
E283,***机械铸造有限责任公司,0.39969381352869493,0.1345553228609862,0.42660487810089215,B,是,10,0.15,0.885864918999995,0.2921434939022556,-0.19397674587781194
E231,***建筑科技有限公司,0.3964395938484414,0.1547755853183353,0.42739471091210846,B,是,10,0.15,0.885864918999995,0.29268437969356337,-0.1946528531169467
E308,***餐饮文化服务有限公司,0.39226353476311276,0.2368067198425901,0.4396248787316308,C,是,10,0.15,0.895164738662031,0.2765291343150208,-0.18840852588682247
E276,***体育设施工程有限公司,0.4201971218858443,0.12294851427909873,0.44478682474166403,C,是,10,0.15,0.895164738662031,0.27977605806886674,-0.19246718057912982
E357,***家居经营部,0.41876531130414085,0.1830530572045156,0.45537592274504396,C,是,10,0.15,0.895164738662031,0.2864367232079729,-0.20079301200301264
E239,个体经营E239 ,0.43516785050021933,0.11507464636218798,0.4581827797726569,C,是,10,0.15,0.895164738662031,0.28820226874814164,-0.20299994392822351
E252,***印务有限公司,0.44077573601976805,0.09541346428327274,0.4598584288764226,C,是,10,0.15,0.895164738662031,0.2892562714183657,-0.2043174472660035
E215,***建筑工程有限公司,0.4424270189188631,0.09744745328728373,0.46191650957631986,C,是,10,0.15,0.895164738662031,0.29055082798653586,-0.20593564297621625
E248,***智能科技有限公司,0.440475147229095,0.1087809567836304,0.46223133858582105,C,是,10,0.15,0.895164738662031,0.29074885907546283,-0.20618318183737497
E270,个体经营E270 ,0.44541046806503476,0.12275311079278368,0.4699610902235915,C,是,10,0.15,0.895164738662031,0.2956109622736024,-0.21226081083504947
E245,***建筑劳务有限公司,0.4709529528505107,0.10817536986440152,0.492588026823391,C,是,10,0.15,0.895164738662031,0.3098435671439082,-0.23005156692293166
E344,***机械有限公司,0.4701642877566563,0.1240296008172308,0.4949702079201025,C,是,10,0.15,0.895164738662031,0.3113419866108769,-0.2319245912566426
E352,***居装饰工程有限公司,0.4730487011952921,0.13797207959880517,0.5006431171150532,C,是,10,0.15,0.895164738662031,0.31491031211887227,-0.23638499814163683
E318,***商贸有限公司,0.46995774198787493,0.15841562004620838,0.5016408659971167,C,是,10,0.15,0.895164738662031,0.31553790770767703,-0.23716949262764273
E328,***科技有限公司,0.4750885847560123,0.13780563853695962,0.5026497124634042,C,是,10,0.15,0.895164738662031,0.31617248380533586,-0.23796271274971623
E340,***物流有限公司,0.45280053123232084,0.2564438357186308,0.504089298376047,C,是,10,0.15,0.895164738662031,0.31707799999755804,-0.23909460798999402
E293,***物资有限公司,0.4618034283172091,0.21999751089954253,0.5058029304971177,C,是,10,0.15,0.895164738662031,0.3181558944250556,-0.24044197602436587
E266,***煤矿机械有限公司,0.4810883381651183,0.12525544813425002,0.5061394277919683,C,是,10,0.15,0.895164738662031,0.3183675551161267,-0.24070655188820478
E346,个体经营E346 ,0.479382224366378,0.13497870987589364,0.5063779663415567,C,是,10,0.15,0.895164738662031,0.31851759862323836,-0.24089410627209443
E302,***机电设备有限公司,0.48466991022762,0.11833656665714275,0.5083372235590485,C,是,10,0.15,0.895164738662031,0.3197499940777827,-0.24243460059027477
E288,个体经营E288 ,0.4854633298262411,0.11498085042320658,0.5084594999108824,C,是,10,0.15,0.895164738662031,0.31982690731758245,-0.24253074214002443
