情景编号,问题2原方案损失_万元,问题3调整方案损失_万元
220,119.57006038131624,102.29305347034368
221,111.49775426302539,95.49314523577834
222,109.51342969688619,93.77574429134062
223,113.30253511186483,97.13359263955776
224,114.41889374935135,98.05771746636302
225,111.54692695556352,95.62585778292522
226,117.66330897639162,101.04163860891032
227,111.19673633181137,95.33848263654448
228,111.78289465861057,95.76162720910719
229,112.06771556836253,96.01928652402935
230,113.1795297957919,97.01920359434875
231,109.81227341345243,94.22122882137407
232,118.16912244515245,101.3332449654374
233,111.19194263244557,95.24473672371563
234,108.65271540358538,93.16599503510902
235,109.70545749008333,94.0538935719704
236,110.70866535631885,94.9464689889461
237,113.16543660820383,96.94389645188485
238,113.31312708676064,97.13939192485347
239,107.34370758912881,91.99541593801932
240,110.8165472975445,94.96596922025255
241,112.43897651651828,96.4183941303732
242,118.20411735124713,101.38618971598905
243,111.22550790194288,95.34085132533843
244,116.98780469718358,100.22406585758726
245,111.6087956512075,95.86676204489245
246,121.2471789832598,103.76838697030703
247,114.22815321091537,97.9132068804522
248,112.31101360898879,96.19479147215527
249,110.16373973612619,94.53873708597094
250,113.75001609332558,97.51534235515106
251,113.08462749299107,96.75581157359014
252,117.51589966383425,100.58370464648578
253,116.09553681848948,99.687756662847
254,112.19174835001552,96.25898422657224
255,116.48634079839394,99.99104782106657
256,116.65133458411029,99.84807035782748
257,110.42970205798143,94.78891554678225
258,114.36456079265018,97.98077229884586
259,113.1008566514071,96.83471603154243
260,112.48830195313366,96.40343699605609
261,110.96463689962886,95.04727165969828
262,109.53602003113943,93.84417792102496
263,111.47650206151263,95.53965713103592
264,111.4085326709972,95.50752187598542
265,111.7918575441314,95.85925507261571
266,109.89500247147785,94.14818463150107
267,112.15668172312022,96.18155331582791
268,109.71108246721782,93.95414179987854
269,122.80349198842632,105.28714911772633
270,111.83085577623783,95.82910757228278
271,111.42689845447363,95.46512345200011
272,108.95846762025468,93.48255873817351
273,114.24114832211507,97.98967762866218
274,119.01925244967119,102.0569544774313
275,111.69046354488395,95.74990979023224
276,113.7257655800159,97.47215477405443
277,109.49128870999678,93.98272821124677
278,112.03097370661449,96.03082834561212
279,112.89602049849421,96.74481659421971
280,111.12621982146538,95.25869289630671
281,114.01264910196132,97.7615357819929
282,115.51840660232455,98.95434252724532
283,116.45705529667961,100.06877369347576
284,115.5788758698671,98.90544446659209
285,108.97612801976103,93.32910491042512
286,112.76028902649118,96.74199480144144
287,112.10102180589473,96.08938534810488
288,111.62789452597511,95.60847235055581
289,111.74532928358796,95.6464023311849
290,109.61752282013559,93.90395727695523
291,113.06149180367404,96.91323418942132
292,111.24116605448077,95.3025654837561
293,115.11037243779413,98.73275504390331
294,110.83375932643881,94.86584434267823
295,114.0324455719872,97.76311500704398
296,114.75080644038167,98.43601866614878
297,118.074587492149,101.14584997612641
298,113.78607866217698,97.60130820495979
299,111.96050533468386,95.9891877351749
300,110.30126227737159,94.57938026917407
301,109.89896938649287,94.26564541465456
302,112.88283674725676,96.71491598800746
303,111.42514795718927,95.46649185434418
304,109.31162106696493,93.67400672027088
305,114.67570622233049,98.56494322559904
306,114.22604319704763,97.82731843621593
307,111.9169411106937,95.92317002981204
308,111.45989692249674,95.53844752771246
309,111.57332659654529,95.70098134648794
310,112.130080124419,96.08521909087577
311,112.4832500537589,96.23788110771446
312,112.55602098096726,96.39265869912465
313,110.44374985930497,94.70917845216816
314,111.46722703864882,95.51382234750847
315,109.76594099105989,94.1597334775611
316,110.7603311802684,94.89017819902519
317,112.48506515396258,96.43327920098812
318,112.2970137897873,96.12630858410188
319,115.78781799799438,99.37719359927834
320,109.89874409071473,94.27571771059726
321,112.51940700617895,96.61906113250956
322,114.40054583213679,98.1228976276285
323,113.55628691686195,97.3107809367841
324,114.52501702827784,98.25606320154304
325,111.73303108416125,95.80569670074222
326,111.85772247647367,96.01217615219873
327,121.18572131994367,103.95542094697824
328,115.33330964777286,98.8820716771862
329,111.20562222339527,95.21758153583926
330,112.57275171572161,96.53746743663154
331,118.39405035284,101.31737307397304
332,110.45564086191254,94.63795647130743
333,114.41108073011118,98.07062762332941
334,113.02359043526467,96.8694328296379
335,112.89824542874183,96.68419485302704
336,111.76550743074259,95.81775514416121
337,118.85697373034188,101.78815915795612
338,110.63985447280547,94.9118616899811
339,113.02720992868811,96.88048138592448
340,113.35491316137993,97.20827843038839
341,113.16563262163547,97.01284345359394
342,114.11638145657187,97.86525029193065
343,114.18256239800075,97.78748405120794
344,113.19037798909355,97.06496809201013
345,115.67942646850358,99.08673504392914
346,119.49196343537102,102.57193406428196
347,113.66394380209752,97.55163400510098
348,109.41177631615909,93.73918296929759
349,111.39067059092757,95.3583313801777
350,115.48937157823727,98.95211511290688
351,113.12430225734346,97.04432857023235
352,117.17311785097858,100.42670998153203
353,114.27817512330734,98.1609683812334
354,113.77842149816641,97.4949441300573
355,110.85261026936138,95.15289619473648
356,110.30791153842864,94.56995982370225
357,112.82450299543703,96.88182601631124
358,112.51222480647564,96.46189229225085
359,121.11497353161559,103.72592049969391
360,112.79868345562579,96.66300626183909
361,110.49704603977663,94.73628277527165
362,109.62006180688164,94.07999614534626
363,109.64814376933572,94.03427351054385
364,113.75412905417947,97.75640232985903
365,109.23849749453393,93.70615659191422
366,112.83284193853723,96.62952417074504
367,113.21014253336523,97.07841214074594
368,113.18991340588003,96.9657027527097
369,108.70964367451317,93.29208239435977
370,115.88587902897667,99.23831254621058
371,116.52731594735778,99.76065279521853
372,111.69666965930097,95.65512038757137
373,114.68723390353054,98.39944016829455
374,113.55521970406949,97.34923250830681
375,119.03127774952392,101.98010165391021
376,112.37156089200401,96.31694926189483
377,113.02033065788073,96.87286203492945
378,113.29267988128126,97.135994256445
379,112.70329898891241,96.43667684154674
380,111.95843351950113,95.97708151873759
381,114.37710575005062,98.03498934486105
382,116.16051841831109,99.43431993708701
383,111.46926589099346,95.54275475768127
384,112.7088444974973,96.65678468421797
385,112.36141139183985,96.281250937406
386,112.90225647526887,96.76954532139344
387,117.88158528517009,100.85536142030597
388,107.68062744450425,92.27302930123841
389,107.87962037006432,92.47855424201362
390,110.36966842672697,94.5669618802621
391,114.00037632424232,97.8340599236632
392,113.4854518366094,97.0852593493022
393,113.33354267452505,97.10028491453156
394,113.6579117063352,97.45315172184061
395,113.73750669059423,97.52346973256189
396,118.79455711337113,101.69777647577517
397,110.01178281497961,94.36928040789192
398,112.63388589323407,96.57430319792114
399,119.07650930257017,102.0448863647353
400,112.02157167165663,96.05847870647227
401,113.32781712689825,97.0893187437619
402,111.14037207780304,95.19662475595352
403,116.66114934478851,99.8730622899783
404,111.61530818567073,95.70803440840702
405,109.45261247071946,93.78910645647842
406,112.41684690665407,96.5431640029982
407,109.61908389568386,94.02311975067714
408,111.56715857389938,95.61017766459233
409,111.68515911656809,95.75883350647395
410,112.65776058427429,96.55358234795288
411,112.13484575475808,96.15788844230472
412,115.12799771376712,98.52681907918576
413,116.76045385665842,100.12816188475945
414,117.03394437909984,100.23867708137735
415,118.52740524889231,101.53194491947167
416,113.05481550357962,96.84383862593702
417,111.72324416127532,95.73523715313593
418,114.30443772802968,98.02692407524007
419,109.58316411220957,93.94028432655068
420,110.93206184378333,94.94782125750748
421,112.70701026857978,96.6391030550488
422,112.17982895589309,96.17860527189063
423,112.32604940728038,96.29118118813108
424,112.65528759638762,96.53787821850923
425,112.4251153492326,96.35109006260849
426,114.99255469746889,98.49791254124018
427,117.22245955849363,100.2927985921406
428,111.00088832028088,95.12382960220708
429,111.3905415051787,95.48982838699942
430,112.2566851169506,96.16941809175847
431,113.51169467425248,97.18180525738556
432,110.17144504669429,94.30460101450261
433,116.06083433058626,99.32501456053011
434,112.38448446703173,96.31577372701764
435,113.29714879868149,97.07987727760516
436,111.13355327258097,95.28609547223101
437,109.98786310943362,94.2041968025373
438,115.79185790090108,99.41075734180285
439,112.69195461892679,96.54267794021408
440,114.47539304041635,98.20914918931538
441,107.77497768259073,92.37673228724938
442,111.33688084514671,95.46885305643025
443,114.58495740051343,98.24857249366877
444,112.4305021409275,96.36464050916263
445,111.73994405642817,95.75596603617055
446,112.7311357177105,96.65456809619266
447,111.9979738327349,95.91575429026283
448,110.94974304143143,95.09048596295605
449,120.03673100114756,102.89214658717566
450,114.98815966752123,98.74524250203609
451,107.94819597513009,92.49730145934844
452,115.26859806019645,98.70995575364913
453,112.57156162141487,96.52335722300336
454,112.85185942109104,96.78589904593079
455,113.17416847739943,97.03019273474636
456,112.51773304926306,96.38863386155158
457,110.1829559100174,94.51825693907412
458,113.93674780314598,97.65828761120201
459,113.01396269831233,96.84493984373967
460,121.05382628315554,103.7584550440792
461,112.53313839441623,96.55030019590106
462,119.49852951623406,102.13836695459962
463,110.42197005015507,94.65389988672607
464,114.79612778761972,98.26798364800564
465,106.81046510773866,91.5602793642246
466,116.54943319101962,99.72610692956404
467,111.28791232988362,95.26690202004522
468,107.92808631454216,92.49561664217326
469,117.90558034915874,100.90634873117403
470,112.38726661463903,96.34983969389702
471,112.88971398443068,96.72848146554756
472,113.43344358652658,97.26877203205585
473,110.76438959273497,94.77689691326465
474,108.80651719153238,93.31318317930254
475,112.2655057969709,96.2168005943015
476,116.70966742980102,99.77676317074373
477,115.5828690976965,98.83519150099613
478,113.10185515261,96.90768718358743
479,111.50722748389674,95.63240690889344
480,113.47447619157126,97.28903041944555
481,112.06673837357175,96.04118208840563
482,112.3359521846161,96.28628293248977
483,113.59125327077685,97.38840471707955
484,114.33857731940631,98.09530587770251
485,121.94037164611724,104.65140115608189
486,117.94656172501189,100.89387545342589
487,112.53571932689444,96.45500863758495
488,112.40745715125286,96.2015909082714
489,115.60336760581956,98.94231711936894
490,112.63945266445558,96.50738309851688
491,117.0485835592099,100.22670100643303
492,112.41622337786724,96.36148289395962
493,112.01048704216288,96.07274434200671
494,109.36144406573564,93.7656440383082
495,110.96862003556461,95.04612419282994
496,111.36806561181926,95.40957066306662
497,109.69470272101712,94.09794021496839
498,112.62857448509715,96.55208374279809
499,108.0884214951162,92.62295251433301
500,111.63793879741098,95.68244797410081
501,113.35805399789602,97.10960634790393
502,111.80008636091856,95.86429307793233
503,110.28098702940724,94.5534434562866
504,112.02191269227752,95.98054478048883
505,111.21236320046548,95.32660153770703
506,115.90189174545631,99.24296316199644
507,113.3823571414307,97.10833929445482
508,110.39827905959642,94.66289916670644
509,110.42025422434634,94.61275305941571
510,113.42376898544069,97.25081951891025
511,112.33773221365297,96.26565024568148
512,113.51219634575136,97.22636740525707
513,112.96617710674208,96.86436081072577
514,113.10032546124609,96.9995226707316
515,110.6385729009842,94.74215650302327
516,112.36958583184838,96.29056183217635
517,110.43105175287437,94.69416145917022
518,110.42493467954785,94.6514137284727
519,114.0176520261289,97.9189627065097
520,114.51548809843959,98.2755756661351
521,112.45045837306452,96.43344018684073
522,114.78265317172844,98.47306535743056
523,109.5658146434968,93.93007576216579
524,109.56424585985067,93.77734922567863
525,112.85287366856335,96.79605673098911
526,110.03469775918967,94.3291895778459
527,110.84648859155098,94.95272242800165
528,111.79844555477945,95.86047473448443
529,108.99051314227336,93.37050073777385
530,110.98004951707082,95.14912342769384
531,116.1970029740322,99.45094675713133
532,120.34776550891645,103.25737768453068
533,111.19634853226418,95.24438605662797
534,110.07669404594814,94.31729184704156
535,113.55482285744876,97.41014690749694
536,114.8822588022631,98.47576482601806
537,109.39560947658646,93.77384906578166
538,113.77128682174498,97.44122651376534
539,112.42959834130178,96.37111900535254
540,118.04833451200574,101.06826064577268
541,112.33009034046788,96.3112358861432
542,109.89059939962591,94.21629135199322
543,110.62831806689155,94.83701925862005
544,110.88789075249355,95.00908633095612
545,115.3151699433111,98.79390425411603
546,109.86732941364365,94.26338809906234
547,113.0543899999735,96.96985887306933
548,113.80248883093627,97.53993205402702
549,111.62789172645158,95.62776193143836
550,121.7390864925654,104.45373300565082
551,110.18166634989419,94.5341657181001
552,113.27372675026847,97.0601156940872
553,110.82868050939685,94.95758423839885
554,109.19750023956806,93.61105101766654
555,112.52272635324093,96.40886230936052
556,112.95897215112527,96.80435416195692
557,112.83180140414692,96.71022478229517
558,112.4985133028475,96.43934724228909
559,112.5830252295619,96.44716432100327
560,112.70748597768889,96.6026329373399
561,113.06030507264332,96.86811275577598
562,117.70531512593308,100.73805769334402
563,113.20016891812767,96.98493612142758
564,112.12405920212468,96.06058103592017
565,112.0922902134752,96.14555245492073
566,111.99559129042537,95.99394789739935
567,116.89042842958617,100.0836893518344
568,122.25292688143145,104.69489245537525
569,109.380379916696,93.78380668483668
570,112.81217887004092,96.69588281453763
571,116.44317951087004,99.68023196364724
572,114.6008775536621,98.16489699224806
573,112.64476280779213,96.47916333154951
574,115.66596553147471,99.26975156492102
575,113.72819262777843,97.49005086935824
576,111.9306547903198,95.87196629634255
577,111.74596331384026,95.83078496866558
578,112.23701589858393,96.21082460144225
579,111.97396831320847,96.02433566358408
580,111.8776744503249,95.96962156984574
581,110.95645129789062,95.13387095946533
582,109.97626702765109,94.27336415616986
583,111.24809896465189,95.30697158081959
584,112.4514503650057,96.385064644442
585,111.21998385404757,95.38760555029783
586,111.88577568405397,95.91940490606086
587,111.63750152034345,95.7022804986068
588,109.96558414778059,94.36642126640278
589,112.53102317339507,96.46246855612293
590,108.99447656557727,93.48099849465159
591,110.23213539871136,94.33555272285939
592,120.32192724957568,102.90130578961583
593,121.59332708050835,104.24774068433189
594,107.24127450386217,91.90177256013592
595,119.49142039680942,102.22894564103169
596,112.15581107143774,96.29010620216891
597,112.49369543840508,96.38380430365704
598,111.45653404244396,95.45606789563604
599,120.08511343558371,102.69250466196073
600,112.46880061289936,96.33917690234415
601,112.17595754557377,96.14480664238326
602,117.97560393479003,101.06604664356269
603,107.5124240641365,92.13751702828985
604,110.50573952508535,94.82349615425653
605,112.50642224022363,96.49991285044695
606,112.1327132537362,96.10128534326886
607,111.74344548257871,95.75249686241969
608,113.4696150294195,97.08985579085672
609,110.70750075230828,94.90283554703826
610,115.27070889081486,98.97507062081945
611,117.48160924164142,100.96772408317011
612,114.47601914493005,98.01786491824245
613,113.65787998958693,97.37757754029431
614,113.41054432693137,97.13806289309917
615,112.470902007409,96.4549154090048
616,111.18269255922381,95.2374687678838
617,112.55327658171973,96.43591938524574
618,116.32725392105513,99.68097291340312
619,112.58781027813502,96.51589927657585
620,115.21250343418666,98.87012919877336
621,109.03235772765214,93.50493866063479
622,117.08739223230202,100.14128632351265
623,114.25186665997711,97.9346953755718
624,113.01693300976434,97.13574000942731
625,109.87905868863182,94.17654566176967
626,110.45257810136351,94.67916870522872
627,111.59566289263557,95.73846690993562
628,112.51788452665691,96.40148389661377
629,114.13935553801817,97.86238290958303
630,109.60310950912493,93.97771743020775
631,115.58610068665965,98.9855645473038
632,109.70908836933359,94.1118611007514
633,111.76460640705123,95.83453846998644
634,111.98197727489313,95.97874079473189
635,112.35182502745809,96.37540919089888
636,113.46466313940422,97.26363955865504
637,119.44533062192913,102.18133813969325
638,110.94862750313027,95.02481980729118
639,114.07347077202186,97.85751187639309
640,112.83355886863455,96.59263447135987
641,113.0512916937484,96.93183562841827
642,112.64387524787284,96.49824352200181
643,115.9744394479765,99.23706085459037
644,114.15986492625979,98.01469306624242
645,113.23184470334594,97.03098006284081
646,123.66598382734566,105.96289450013509
647,111.93867162402955,95.94367604151347
648,111.17594267356515,95.32352513705942
649,110.53488701263133,94.69286926129679
650,111.11319961546054,95.28374922052834
651,111.45533378875254,95.47673597514532
652,112.65855890707218,96.47782840887776
653,111.86336747398428,95.91097318203141
654,111.78806075493053,95.76068192975954
655,117.59721937265326,100.6500584692717
656,112.41800957659997,96.42549266855055
657,113.8883805474773,97.59967564912841
658,111.58790510819323,95.76589755680239
659,109.77760420071795,94.18245929594238
660,111.70678125434537,95.6970936300369
661,112.54671517026807,96.4515721297019
662,108.63885681818513,93.2083394171116
663,112.20589470423778,96.22456325801151
664,111.9174907016455,95.9712658319169
665,109.72685999823861,94.18556730029985
666,113.78060129061627,97.52102378022016
667,110.37740451814446,94.76701304509427
668,110.48646210808421,94.67450424020122
669,117.16235493124339,100.26510640694761
670,112.85774542364982,96.73926995499073
671,115.09252552053817,98.59998675919496
672,112.51818427519947,96.56751470412243
673,116.65250564824181,100.1404591485141
674,111.77350120310687,95.77472794065582
675,112.33471924655277,96.31382684857456
676,114.25152530804579,97.95036641369464
677,111.41430288778206,95.44048110809813
678,112.6340225267881,96.53106673753288
679,115.04990906402665,98.41151658202207
680,112.35398750926086,96.25230907125368
681,113.7649376024613,97.52064226131101
682,109.24857583699854,93.68744463179266
683,110.69800029939131,94.88979408943952
684,112.15696914498169,96.16649537386026
685,114.50942998023649,98.25290024418462
686,111.9229585378821,95.94212151501131
687,110.8053895993641,94.85023008361877
688,115.85461602025234,99.44569820157623
689,108.37334899108184,93.02032299723844
690,113.0457121429333,96.87019730827677
691,109.7550089444339,94.08447236879401
692,107.92113363881072,92.51787670119911
693,112.18465368803206,96.22724286812725
694,109.8041282164713,94.19388571596593
695,112.78754845723866,96.7143562142104
696,112.7884938706427,96.624207306215
697,116.08610873845419,99.60166116860998
698,113.4232790320045,97.27520472509833
699,112.118096065641,96.08229616740824
700,110.37419275132203,94.70089247522225
701,114.56665784612252,98.27568873258014
702,116.91304716318814,100.1623621017131
703,119.7395580112424,102.43913030948111
704,111.87412741197959,95.91994862280058
705,111.90983653742144,95.84283066235879
706,112.99085065118243,96.81924635264177
707,110.74457153821595,94.84626394440092
708,112.05329960384971,96.03592729572908
709,111.18234989384484,95.23239818938448
710,113.65753822675993,97.3952758919115
711,112.7847646525315,96.66929839904385
712,113.29998343354013,97.1165020771009
713,113.27878095634435,97.04203849067426
714,109.62619578097562,93.9960284154177
715,114.92440774441083,98.38323123731394
716,114.09811930691113,97.86756559924004
717,111.73905617669897,95.72700333781164
718,117.45745021907825,100.58220962672942
719,117.90143535737562,100.98918678590252
720,111.03076632319923,95.07417258782539
721,117.42705621765208,100.36450939274204
722,114.39521657608898,98.01872363141752
723,111.88837317302864,96.0209407120039
724,111.91425129047133,95.91748539840874
725,111.37542099536546,95.5214369777179
726,110.41545350679527,94.74126092075994
727,115.83951397521498,99.40264090501023
728,113.50918177853036,97.25961202555632
729,110.10098128605046,94.48012436050654
730,113.0958120423429,97.0819999634914
731,117.70139364689105,100.76073516577608
732,119.06793091926086,101.92087169179747
733,115.32941576876391,98.87250701099418
734,113.39246724114017,97.25601166938951
735,116.45767155521273,100.01509094869996
736,113.59410901179206,97.39746634259338
737,114.44021204183422,98.0165255266107
738,113.96259116563147,97.7163116153889
739,119.68198819920332,102.47154571514724
740,117.462199710272,100.57413722888043
741,112.46072336201783,96.42182893124027
742,109.42045030107232,93.694789263731
743,113.17203569370228,96.96421724722936
744,111.77748474673949,95.83586373952917
745,110.96194818203978,95.09361978113833
746,111.28519964608705,95.2869489317905
747,112.56219377501509,96.4217856430765
748,111.54107523915994,95.65553408547304
749,114.43147148296522,98.07866828183553
750,111.286805603804,95.39724827491848
751,111.28600190757496,95.39547780726443
752,110.85359940616976,94.92194428967697
753,114.74198786378264,98.28094981822845
754,113.13570105099726,96.96200367258832
755,108.39373910605806,92.850841767156
756,110.13547674840903,94.47127817005854
757,109.88936593558292,94.14377611318878
758,111.76381564819238,95.81901703426476
759,112.70084133736823,96.62986053842317
760,110.8011588220983,95.03020076398653
761,110.1660603039951,94.46779917153441
762,110.65285494560155,94.86461458573648
763,116.94456041717197,100.46021280529109
764,117.4319237147709,100.52912019465516
765,112.4657892806657,96.27231258643782
766,110.95661325286909,95.15672133352092
767,112.43065884682791,96.35458230553999
768,122.07861658242452,104.47172055797542
769,112.05452164905532,96.07900206060543
770,111.170808077006,95.23914791254657
771,111.00652987563164,95.11980577947354
772,113.62885999019011,97.36818609471794
773,109.09842412270119,93.5747637068155
774,110.79888941978449,95.04592100603574
775,118.29157160231898,101.14276488995763
